Root Domain,company,Image Url 1,Link to Product Page,Sentence1,Sentence2,Model Number,job titles,Contact Email,Response
atlanticrespiratory.com,Atlantic Respiratory Services,https://www.atlanticrespiratory.com/uploads/ecommerce/dreamstation-cpap-bi-level-therapy-systems-8-160.jpg?v=1716336105,https://www.atlanticrespiratory.com/product/dreamstation-cpap-auto-w-humid-dom,I was browsing through your site and came across one of your products: dreamstation cpap auto w/ humid,"That comes with a soft-sided case, right?",,owner,info@atlanticrespiratory.com,info@atlanticrespiratory.com
spirometry.com,MIR,https://spirometry.com/media/images/672679-1.width-1400.png,https://spirometry.com/en/products/carrying-case/,I was browsing through your site and came across one of your products: spirometer carrying case,"That comes with a cut and sew bag, right?",(model number: 672679 ),owner,mir@spirometry.com,mir@spirometry.com
brainvision.com,Brain Vision,https://brainvision.com/wp-content/uploads/2020/05/P_CapTrak_Case.jpg,https://brainvision.com/products/captrak/,I was browsing through your site and came across one of your products: captrak,"That comes with an aluminum case and foam inserts, right?",,owner,info@brainvision.com,info@brainvision.com
yuesenmed.com,Ysenmed,https://www.yuesenmed.com/u_file/2412/products/31/aa3dd26053.jpg.500x500.jpg,https://www.yuesenmed.com/products/ysenmed-1717-inch-medical-x-ray-flat-panel-detector-protective-case-ysfpd-pc1717,I was browsing through your site and came across one of your products: ysenmed 17*17 inch medical x-ray flat panel detector protective case,"That comes with aluminum case, right?",(model number: YSFPD-PC1717 ),owner,sales@ysenmed.com,sales@ysenmed.com
ckyhearingcare.com,Central Kentucky Audiology,https://ckyhearingcare.com/wp-content/themes/Audire/images/image_hearing-technology@2x.jpg,https://ckyhearingcare.com/hearing-aids/,I was browsing through your site and came across one of your products: hearing aids,"That comes with a plastic case, right?",,owner,No specific generic contact email provided on the website.,No specific generic contact email provided on the website.
pandahearing.com,Panda Hearing,https://pandahearing.com/cdn/shop/files/supreme_4.webp?v=1716626801&width=1350,https://pandahearing.com/products/panda-hearing-aids-supreme,I was browsing through your site and came across one of your products: panda hearing aids supreme,"That comes with a plastic case, right?",,owner,info@pandahearing.com,info@pandahearing.com
striveindia.com,Strive Enterprises,https://striveindia.com/wp-content/uploads/2019/04/Johari-Stim-tec2.jpg,https://striveindia.com/product/mini-tens-ems-pain-relief-device-stimtec2/,I was browsing through your site and came across one of your products: mini tens + ems pain relief device,"That comes with a plastic case and foam inserts, right?",(model number: stimtec2 ),owner,strive.enterprises@rediffmail.com,strive.enterprises@rediffmail.com
tapsiindia.com,Tapsi Electro Medical Systems & Services,https://www.tapsiindia.com/tapsi_master_admin/menu_img/3.png,https://www.tapsiindia.com/products.php?product=16,I was browsing through your site and came across one of your products: mini muscle stimulator with tens,"That comes with a soft sided case, right?",(model number: TPS 515 ),owner,info@tapsiindia.com,info@tapsiindia.com
emaycare.com,EMAY,http://www.emaycare.com/cdn/shop/files/6LHC2.jpg?v=1702977603,https://www.emaycare.com/products/hard-case-for-emg-6l,I was browsing through your site and came across one of your products: hard case for emg-6l,"That comes with an EVA case, right?",(model number: emg-6l ),owner,contact@emaycare.com,contact@emaycare.com
chileaf.com,Chileaf,https://www.chileaf.com/uploads/CL952-intelligent-group-workout-station-1.jpg,https://www.chileaf.com/intelligent-group-workout-station-cl952-product/,I was browsing through your site and came across one of your products: intelligent group heart rate fitness suitcase,"That comes with plastic case and foam inserts, right?",(model number: CL952 ),owner,info@chileaf.com,info@chileaf.com
d-heartcare.com,D-Heart,https://www.d-heartcare.com/cdn/shop/products/Immagine10.png?v=1680424253,https://www.d-heartcare.com/products/dispositivo-ecg-professionale,I was browsing through your site and came across one of your products: d-heart,"That comes with an EVA case, right?",,owner,"support@d-heartcare.com, info@d-heartcare.com","support@d-heartcare.com, info@d-heartcare.com"
medsystems.com,Med Systems,https://www.medsystems.com/wp-content/gallery/electro-flo/02.jpg,https://www.medsystems.com/products/electro-flo-5000-and-self-administrator/,I was browsing through your site and came across one of your products: electro flo® 5000 airway clearance system,"That comes with foam inserts, right?",,owner,info@medsystems.com,info@medsystems.com
hacenoroxygen.com,HACENOR,https://hacenoroxygen.com/cdn/shop/files/18_6cd31617-ea30-499a-857c-76bf514bdfd7_800x.png?v=1723535182,https://hacenoroxygen.com/products/hacenor-1-5l-adjustable-continuous-flow-oxygen-concentrator-with-rechargeable-battery-hcn-5b,I was browsing through your site and came across one of your products: hcn-5b,"That comes with a soft-sided case, right?",(model number: hcn-5b ),owner,support@hacenoroxygen.com,support@hacenoroxygen.com
egmenergo.cz,EGMedical,https://www.egmenergo.cz/wp-content/uploads/2023/10/invit312-e1697629022773-450x300.png,https://www.egmenergo.cz/produkty/mluvici-zvukove-informacni-tabule-a-vitriny/,I was browsing through your site and came across one of your products: mluvici zvukove informacni tabule a vitriny,"That comes with an aluminum case, right?",,owner,vyvojari@egmenergo.cz,vyvojari@egmenergo.cz
sanraimed.com,Sanrai Med India,https://sanraimed.com/sanraimed/products/images/breast%20pump%20carrying%20case1701687769.jpg,https://sanraimed.com/product/kitett-kolor-moov-carrying-bag-for-breast-pump-and-accessories,I was browsing through your site and came across one of your products: kitett kolor moov breast pump carrying case,"That comes with a cut and sew bag, right?",,owner,info@sanraimed.com,info@sanraimed.com
aeonmed.com,"Beijing Aeonmed Co., Ltd.",https://www.aeonmed.com/upload/image/2020/20201014/20201014090259_72916.png,https://www.aeonmed.com/english7308.html?c=category&catid=39,I was browsing through your site and came across one of your products: shangrila510s,"That comes with a soft-sided case, right?",,owner,marketing@aeonmed.com,marketing@aeonmed.com
gzlongest.com,Longest,https://www.gzlongest.com/wp-content/uploads/2021/03/carrying-case.png,https://www.gzlongest.com/products/longest-powerwave-lgt-2500s-configiii/,I was browsing through your site and came across one of your products: professional non-invasive body contouring machine - gz longest,"That comes with a plastic case, right?",(model number: lgt-2500s plus ),owner,export@longest.cn,export@longest.cn
brinno.com,Brinno,https://brinno.com/cdn/shop/files/one_size-04_801x.png?v=1651134175,https://brinno.com/pages/brinno-ath1000-waterproof-housing,I was browsing through your site and came across one of your products: brinno waterproof housing,"That comes with plastic cases, right?",(model number: ATH1000 ),owner,Sales@brinno.com,Sales@brinno.com
cam-do.com,CamDo,https://cam-do.com/cdn/shop/products/dryx-weatherproof-enclosure-3_3b4c1dee-4a08-40c0-ba2b-0416057a6293_2000x.jpg?v=1613557743,https://cam-do.com/products/dryx-weatherpoof-enclosure,I was browsing through your site and came across one of your products: dryx weatherproof enclosure,"That comes with plastic cases, right?",,owner,sales@cam-do.com,sales@cam-do.com
kesslercrane.com,Kessler Crane,https://kesslercrane.com/cdn/shop/products/wh2a7805_s_1_1024x1024.jpg?v=1615688569,https://kesslercrane.com/products/motion-control-hard-case,I was browsing through your site and came across one of your products: motion control hard case,"That comes with foam inserts, right?",(model number: MC1049 ),owner,support@kesslercrane.com,support@kesslercrane.com
truelook.com,TrueLook,https://www.truelook.com/wp-content/uploads/2024/12/image-rugged-hard-cases-2024-80@2x.jpg,https://www.truelook.com/cameras/camera-mounts-and-accessories,I was browsing through your site and came across one of your products: na,"That comes with a plastic case, right?",,owner,info@truelook.com,info@truelook.com
photo-digitaltransitions.com,Phase One,https://www.photo-digitaltransitions.com/wp-content/upload/Phase-One-60900117-247x300.jpg,https://www.photo-digitaltransitions.com/product-category/accessories/cases/,I was browsing through your site and came across one of your products: phase one nya-evo removable camera insert rci-c,"That comes with foam inserts, right?",(model number: RCI-C ),owner,info@digitaltransitions.com,info@digitaltransitions.com
customwireind.com,Custom Wire Industries,https://www.customwireind.com/Content/files/ElectronicKitAssembly.jpg,https://www.customwireind.com/WiringProducts/ElectronicKitAssembly,I was browsing through your site and came across one of your products: na,"That comes with foam inserts, right?",,owner,info@customwireind.com,info@customwireind.com
vngmedical.com,VNG Medical Innovation System,https://vngmedical.com/wp-content/uploads/2021/01/Laryngoscope-Set-1.jpg,https://vngmedical.com/product/laryngoscope-glottis/,I was browsing through your site and came across one of your products: laryngoscope set,"That comes with plastic cases, right?",,owner,info@vngmedical.com,info@vngmedical.com
blackforestmotion.com,Black Forest Motion,https://blackforestmotion.com/wp-content/uploads/2021/04/BFM-TK_01_1000x1000-1.jpg,https://blackforestmotion.com/produkt/transport-koffer/,I was browsing through your site and came across one of your products: transport koffer,"That comes with a plastic case, right?",(model number: BFM-TK ),owner,contact@blackforestmotion.com,contact@blackforestmotion.com
miops.com,MIOPS,http://www.miops.com/cdn/shop/articles/MIOPS_Smart_trigger_2_2_2_77e99db9-ffb7-45ca-b1af-8fb5c21df4c9.jpg?v=1742040246,https://www.miops.com/blogs/news/mastering-aesthetic-photography-with-the-miops-smart,I was browsing through your site and came across one of your products: miops smart+,"That comes with foam inserts, right?",(model number: smart+ ),owner,info@miops.com,info@miops.com
ifootagegear.com,iFootage,https://www.ifootagegear.com/cdn/shop/files/ifootage-spider-crab-vehicle-mount-system.jpg?v=1730219843&width=1445,https://www.ifootagegear.com/products/spider-crab-vehicle-mount-system,I was browsing through your site and came across one of your products: spider crab vehicle mount system,"That comes with foam inserts, right?",,owner,info@ifootagegear.com,info@ifootagegear.com
parts.hillrom.com,Hillrom,https://parts.hillrom.com/medias/WA-05259-M-o1.jpg?context=bWFzdGVyfGltYWdlc3w1MTczM3xpbWFnZS9qcGVnfGFXMWhaMlZ6TDJnek5DOW9NbVl2T0RjNU56WTRNRGM1TlRZM09DNXFjR2N8MTA1NDZkYTA5OTU4NDM3MTA5YzM3YjA0ZjYwN2E0MmY4ZGI2NjI1ZDBiMzY1ZjI4MzBmYzY3YzA0ZTk1OTI3Mw,https://parts.hillrom.com/hillromUS/en/Web-Channel/RIGID-CASE-F-3-5V-SETS/p/AD7611C1-8611-48BF-8418-D8862E0CC089,I was browsing through your site and came across one of your products: hard case for 3.5v diagnostic set,"That comes with an EVA case, right?",(model number: 05259-M ),owner,support@hillrom.com,support@hillrom.com
samsport.com,sam,https://samsport.com/cdn/shop/files/Image-58.jpg?v=1728504820,https://samsport.com/products/sam-2-0-device,I was browsing through your site and came across one of your products: sam pro 2.0 recovery device,"That comes with an EVA case, right?",,owner,info@samrecover.com,info@samrecover.com
camranger.com,CamRanger,https://camranger.com/wp-content/uploads/2018/08/CamRanger_Mini_CarryingCase2.jpg,https://camranger.com/product/camranger-mini/,I was browsing through your site and came across one of your products: camranger mini,"That comes with a soft-sided case, right?",(model number: 1020 ),owner,contact@camranger.com,contact@camranger.com
nodalninja.com,Fanotec,https://www.nodalninja.com/img_sku/F9986_mecha-case-1.jpg,https://www.nodalninja.com/mecha-hard-shell-case/F9986,I was browsing through your site and came across one of your products: mecha hard-shell case,"That comes with an EVA case, right?",(model number: F9986 ),owner,contact@nodalninja.com,contact@nodalninja.com
