Query,Exit Reason
Medikrebs Corp owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President : ['owner', 'owner'] url: https://www.linkedin.com/in/jamil-ahmed-017574143"
viewlightusa.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: VP Executive : ['owner', 'owner'] url: https://www.linkedin.com/in/lillian-indacochea-05822038"
"Hangzhou Tuopusi Medical Products Co., Ltd owner site:linkedin.com/in",Current Job Title does not Fuzzy Match target job titles: International Sales Manager : ['owner'] url: https://cn.linkedin.com/in/jenny-sun-149450190
Gulden Ophthalmics owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President : ['owner', 'owner'] url: https://www.linkedin.com/in/sean-cockley-52b70763"
essilorinstrumentsusa.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Sr Director Strategic Alliances : ['owner', 'owner'] url: https://www.linkedin.com/in/joermyers"
ocularinc.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Ocular Inc. : Ocular Instruments url: https://www.linkedin.com/in/martin-meyer-nielsen-8080296
amdtelemedicine.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President and CEO : ['owner', 'owner'] url: https://www.linkedin.com/in/steffl"
Landauer owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: LandauerArt.com : Landauer url: https://www.linkedin.com/in/caryn-landauer-814b465
store.upsurgeon.com owner site:linkedin.com/in,Works for data from Icypeas result is empty https://www.linkedin.com/in/paoloraimondo1
deviceoptical.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Nokia : Device Optical url: https://www.linkedin.com/in/szilard-zsigmond-a4387741
firstmyfamily.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Tronair Inc. : First My Family url: https://www.linkedin.com/in/joseph-konecny
emergencyzone.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: British Columbia Institute of Technology : Emergency Zone url: https://ca.linkedin.com/in/ho-sup-robert-kim-b2b9a8200
hyvisionstar.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Sales Manager : ['owner'] url: https://cn.linkedin.com/in/jack-miao-05123014a
Vero Veterinary Partners owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: Clipper Distributing Company, LLC : Vero Veterinary Partners url: https://www.linkedin.com/in/amylharlacher"
ZD Medical Inc. owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: HW Biosciences Co., Ltd. : ZD Medical Inc. url: https://www.linkedin.com/in/lei-eric-tang-99aa73b"
kyon.ch owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Diergeneeskundig Centrum Hopmans B.V. : Kyon url: https://nl.linkedin.com/in/joop-hopmans-149794a
responsebio.com owner site:linkedin.com/in,"Error in company fuzzy match: HTTPSConnectionPool(host='api.openai.com', port=443): Max retries exceeded with url: /v1/chat/completions (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_DECODE_ERROR] tlsv1 alert decode error (_ssl.c:1028)')))"
bedfont.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: NewMed Ltd : Bedfont Scientific Ltd url: https://uk.linkedin.com/in/andy-smith-8b843125
RHC Medical owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Real house cleaners : RHC Medical url: https://ca.linkedin.com/in/jenny-munro-817a48171
HealthFirst owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: HealthFirst Pharmacy : HealthFirst url: https://ca.linkedin.com/in/jeanine-nakhle-63269556
First Aid Store owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: First Aid Supplies Online : First Aid Store url: https://www.linkedin.com/in/chris-westwood-a943a610
vitacsolutions.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Co-Founder : ['owner'] url: https://www.linkedin.com/in/sterling-seizert-cpd-6a761292
instrumentarium.ca owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Président : ['owner', 'owner'] url: https://ca.linkedin.com/in/jeanpaul-david/en"
PTS Diagnostics owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: CEO : ['owner', 'owner'] url: https://www.linkedin.com/in/louis-taylor-10b25813b"
Laerdal Medical owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President, North America : ['owner', 'owner'] url: https://www.linkedin.com/in/ndweber"
veterinarymachines.com owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: Accord International, Inc.  : Universal Diagnostic Solutions url: https://ph.linkedin.com/in/norberto-mateo-5b2131168"
alimed.com owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: Vistage Worldwide, Inc. : AliMed url: https://www.linkedin.com/in/adam-epstein-4b644410"
toexpet.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Inspect to Expect : Toex url: https://www.linkedin.com/in/michael-wilke-799aba24
tccc.org.ua owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Public Broadcasting Company of Ukraine | UA: Суспільне Мовлення : Американський курс тактичної медицини TCCC url: https://www.linkedin.com/in/dimkozlov/
BMV Vet owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Valeap Capital Limited : BMV Vet url: https://www.linkedin.com/in/drdavidluo/ru
Emergency Zone owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: New World Safety : Emergency Zone url: https://ca.linkedin.com/in/peter-white-3044214
MediTac owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: CEO : ['owner'] url: https://il.linkedin.com/in/eyal-meditec-zolotariov-3319b518
Onyx Healthcare Inc. owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: OnyxHealth : Onyx Healthcare Inc. url: https://www.linkedin.com/in/susheelladwa
Simplifi Medical owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: Simplify Medical Billing, Inc. : Simplifi Medical url: https://www.linkedin.com/in/kelli-blum-bshm-0b48b41"
beauty-teck.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: The Daystar Agency : Beauty Teck url: https://ca.linkedin.com/in/christos-cox-66060529
orthomed.co.uk owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Sales and Marketing Manager : ['owner'] url: https://uk.linkedin.com/in/simon-porter-68081a16
daikinchemicals.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Vice President - Manufacturing Sricity Product factory : ['owner'] url: https://in.linkedin.com/in/prashant-joshi-97388338
Volgo Care International owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Study Group : Volgo Care International url: https://www.linkedin.com/in/sergei-kazakovtsev-5019069a
VITAL VET INSTRUMENTS owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Co-Founder : ['owner'] url: https://ir.linkedin.com/in/amir-farahani-3848b144
shop.dan.org owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Dan's Nautical Shop : Divers Alert Network url: https://ca.linkedin.com/in/christopher-courey-67824ab
kbport.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President and CEO : ['owner', 'owner'] url: https://www.linkedin.com/in/chuck-miller-175a2116"
cnmeditech.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Project Manager : ['owner'] url: https://cn.linkedin.com/in/elvan-medical-equipment-supplier/zh-cn
US Safety Kits owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: US Safety Products : US Safety Kits url: https://www.linkedin.com/in/ryan-crabtree-a6bb4612
txmedtech.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: MedTech Solutions Group : Tianxu Healthcare url: https://www.linkedin.com/in/chris-fashek-b62b468
Vet 1 Pty Ltd owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: New Product Development Specialist : ['owner'] url: https://au.linkedin.com/in/john-evans-829ab02a8
simplifimedical.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Chief Technology Officer : ['owner'] url: https://www.linkedin.com/in/fouad-abuakel
Edan Instruments owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Ultrasound Sales Manager : ['owner'] url: https://www.linkedin.com/in/johndonovanmedicalsales
sewerin.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Sewerin Ltd : Hermann Sewerin GmbH url: https://uk.linkedin.com/in/gerry-martin-sewerin-ltd
pioneermedical.net owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Pioneer Medical Devices : Pioneer Healthcare Technologies url: https://in.linkedin.com/in/yogesh-agarwal-2051a650
Elite First Aid owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President : ['owner', 'owner'] url: https://www.linkedin.com/in/peter-sweere-79b45987"
Neuromed owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: President & CEO : ['owner'] url: https://www.linkedin.com/in/peter-beltran-neuromed-4b43b928
dearsonvet.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Dearson Tools Ltd (Dearson Veterinary Products) : Dearson Equine url: https://uk.linkedin.com/in/richard-g-834a56
corzaeye.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Sales Director, International - Corza Ophthalmology : ['owner'] url: https://es.linkedin.com/in/pedrorfernandez"
mfe-is.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: MFE Middle East : MFE Inspection Solutions url: https://www.linkedin.com/in/dylan-duke-45068b28
rms Surgical owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Smith & Nephew Orthopaedics : rms Surgical url: https://www.linkedin.com/in/mark-waller-ba847811
corelinksurgical.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: CEO : ['owner'] url: https://www.linkedin.com/in/jay-bartling-04a18377
Burtons owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: CEO / President : ['owner'] url: https://www.linkedin.com/in/john-haggai-776442249
Rife Technologies owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Managing Director at Rife Technologies : ['owner', 'owner'] url: https://uk.linkedin.com/in/rishi-arora-865a00212"
Notrox Instruments owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: CEO NOTROX INSTRUMENTS : ['owner'] url: https://pk.linkedin.com/in/kashan-ijaz-4a10971b8
Hydrox Laboratories owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Vice President, Operations : ['owner', 'owner'] url: https://www.linkedin.com/in/andrew-lerman-9480335"
Oertli Instrumente AG owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Geschäftsführer : ['owner'] url: https://ch.linkedin.com/in/christoph-bosshard-9058b82a
jedmed.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Quality and Regulatory Manager : ['owner'] url: https://www.linkedin.com/in/dustin-biggerstaff-725303263
bmv-vet.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Valeap Capital Limited : BMV Vet url: https://hk.linkedin.com/in/drdavidluo/ar
GPC Medical owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Director : ['owner'] url: https://in.linkedin.com/in/vikas-narang-595275123
Safety Kits Plus owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Shelly's Staging : Safety Kits Plus url: https://www.linkedin.com/in/shelly-kaner-a029ba97
META BIOMED owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: CEO, Meta Biomed America : ['owner', 'owner'] url: https://www.linkedin.com/in/ian-yun-ba6b8138"
hogganscientific.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: General Manager : ['owner'] url: https://www.linkedin.com/in/drazana-buckley-ba388711
SunTech Medical owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President : ['owner', 'owner'] url: https://www.linkedin.com/in/rob-sweitzer"
burtonsveterinary.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: GDPR Officer : ['owner'] url: https://uk.linkedin.com/in/matt-burton-3a1342134
Hongdee owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Vice President of Partnerships : ['owner'] url: https://www.linkedin.com/in/james-mccarthy-007
bontool.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: BonWay China : Bon Tool Company url: https://www.linkedin.com/in/carl-bongiovanni-2539605
Tianxu Healthcare owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Wolters Kluwer Health : Tianxu Healthcare url: https://www.linkedin.com/in/tian-xu-08097b33
Pioneer Healthcare Technologies owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: National Research Council Canada / Conseil national de recherches Canada : Pioneer Healthcare Technologies url: https://ca.linkedin.com/in/yishel-khan/fr
ksgsensors.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: KSG Acoustics Limited : KSG Sensors url: https://uk.linkedin.com/in/lindsay-mcintyre-02865023
Ocular Instruments owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Manufacturing Engineer : ['owner'] url: https://www.linkedin.com/in/paul-marius-besliu
apexinst.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Director of Business Development : ['owner'] url: https://www.linkedin.com/in/kevinrudolph
superiorsignal.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Superior Signals Inc. : Superior Signal Company url: https://www.linkedin.com/in/jerry-lasley-a67a05b7
volgocare.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Executive : ['owner'] url: https://pk.linkedin.com/in/asif-shah-20b0bb265
soilinstruments.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Applied Kilovolts Ltd : Soil Instruments url: https://uk.linkedin.com/in/tony-l-334b61
eickemeyercanada.ca owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Managing Director : ['owner'] url: https://ca.linkedin.com/in/courtney-rose-b0081b122
